Savings,8222222228,11/1/2016,25,CR,$25.00 ,Cash Deposit,999999999,fake@gmail.com
Checking,411111111,11/2/2016,5140.28,DR,$200.00 ,Verizon,999999999,fake@gmail.com
Checking,411111111,11/2/2016,5122.04,DR,$18.24 ,Panda Express,999999999,fake@gmail.com
Checking,411111111,11/2/2016,5058.01,DR,$64.03 ,CVS,999999999,fake@gmail.com
Checking,411111111,11/2/2016,4935.93,DR,$122.08 ,Maurices,999999999,fake@gmail.com
Checking,411111111,11/2/2016,4909.82,DR,$26.11 ,QuikTrip,999999999,fake@gmail.com
Checking,411111111,11/4/2016,4885.13,DR,$24.69 ,QuikTrip,999999999,fake@gmail.com
Checking,411111111,11/7/2016,4870.66,DR,$14.47 ,KFC,999999999,fake@gmail.com
Checking,411111111,11/7/2016,4861.66,DR,$9.00 ,Car wash,999999999,fake@gmail.com
Checking,411111111,11/7/2016,4823.58,DR,$38.08 ,Dollar General,999999999,fake@gmail.com
Checking,411111111,11/7/2016,4748.58,DR,$75.00 ,Price Chopper,999999999,fake@gmail.com
Checking,411111111,11/8/2016,4663.33,DR,$85.25 ,Bank of America Credit Card Payment,999999999,fake@gmail.com
Checking,411111111,11/9/2016,4538.33,DR,$125.00 ,Doctor,999999999,fake@gmail.com
Checking,411111111,11/9/2016,4502.53,DR,$35.80 ,QuikTrip,999999999,fake@gmail.com
Checking,411111111,11/9/2016,4478.13,DR,$24.40 ,Red Robin,999999999,fake@gmail.com
Checking,411111111,11/14/2016,4433.13,DR,$45.00 ,Doctor,999999999,fake@gmail.com
Checking,411111111,11/14/2016,4422.48,DR,$10.65 ,Starbucks,999999999,fake@gmail.com
Checking,411111111,11/15/2016,6422.48,CR,$2000.00 ,Payroll,999999999,fake@gmail.com
Checking,411111111,11/15/2016,6282.76,DR,$139.72 ,AT&T,999999999,fake@gmail.com
Checking,411111111,11/16/2016,6082.76,DR,$200.00 ,Transfer to Savings,999999999,fake@gmail.com
Checking,411111111,11/16/2016,5882.76,DR,$200.00 ,Transfer to another bank,999999999,fake@gmail.com
Checking,411111111,11/16/2016,5857.76,DR,$25.00 ,Best Buy,999999999,fake@gmail.com
Checking,411111111,11/16/2016,5832.76,DR,$25.00 ,Target,999999999,fake@gmail.com
Checking,411111111,11/16/2016,5807.76,DR,$25.00 ,Walmart,999999999,fake@gmail.com
Checking,411111111,11/16/2016,5782.76,DR,$25.00 ,Amazon,999999999,fake@gmail.com
